Symbol,Date,Open,High,Low,Close,Volume
AABA,13-Feb-2018,70.72,72.44,70.55,71.31,5535200
AAL,13-Feb-2018,49.7,50.92,49.64,50.87,3758000
AAME,13-Feb-2018,3.2,3.3,3.2,3.25,1800
AAOI,13-Feb-2018,29.3,29.71,28.56,29.51,1388700
AAON,13-Feb-2018,33.45,34,33.1,33.9,109100
AAPL,13-Feb-2018,161.95,164.75,161.65,164.34,32549100
AAWW,13-Feb-2018,53.05,54.3,53.05,54,199700
AAXJ,13-Feb-2018,75.39,76.09,75.33,75.96,1245400
AAXN,13-Feb-2018,25.58,27.04,25.52,26.84,869500
ABAC,13-Feb-2018,2.58,2.63,2.45,2.45,35100
ABAX,13-Feb-2018,65.02,66.11,64.5,65.51,179900
ABCB,13-Feb-2018,52.25,52.85,52.05,52.6,150700
ABCD,13-Feb-2018,6.93,7.2,6.9,7.19,86100
ABDC,13-Feb-2018,7.47,7.65,7.42,7.585,23000
ABEO,13-Feb-2018,12.6,12.8,11.5,11.9,2106700
ABEOW,13-Feb-2018,7.2,7.26,6.83,7.2,8500
ABIL,13-Feb-2018,0.4,0.4,0.37,0.38,121600
ABIO,13-Feb-2018,1.6,1.6,1.55,1.6,93800
ABLX,13-Feb-2018,53.9,54.06,53.82,53.99,52700
ABMD,13-Feb-2018,230.04,236.14,225.5,233.99,313800
ABTX,13-Feb-2018,38.25,38.85,38.075,38.4,51300
ABUS,13-Feb-2018,5.3,5.65,5.1,5.65,172700
ACAD,13-Feb-2018,28.88,29.51,28.48,29.505,879700
ACBI,13-Feb-2018,17.1,17.3,16.85,17.1,32000
ACER,13-Feb-2018,17.13,18,17.13,17.2,3500
ACERW,13-Feb-2018,0.01,0.01,0.01,0.01,70000
ACET,13-Feb-2018,7.64,7.75,7.06,7.14,768500
ACFC,13-Feb-2018,10.1,10.27,10.1,10.22,6500
ACGL,13-Feb-2018,87,87.63,85.55,87.42,624600
ACGLO,13-Feb-2018,24.41,24.41,24.02,24.02,19300
ACGLP,13-Feb-2018,23.25,23.35,23.18,23.18,51900
ACHC,13-Feb-2018,33.55,34.38,32.98,34.24,1694200
ACHN,13-Feb-2018,2.92,2.995,2.88,2.98,1329200
ACHV,13-Feb-2018,1.38,1.5,1.36,1.4,55000
ACIA,13-Feb-2018,38.3,38.62,37.52,38.21,256500
ACIU,13-Feb-2018,11.92,12.09,11.5,11.5,116500
ACIW,13-Feb-2018,21.46,21.69,21.34,21.67,778900
ACLS,13-Feb-2018,23.35,23.6,22.9,23.35,372000
ACMR,13-Feb-2018,6.82,6.82,6.42,6.52,17200
ACNB,13-Feb-2018,27.55,28.1,27.55,27.7,5000
ACOR,13-Feb-2018,24.35,25.25,24.35,24.95,393500
ACRS,13-Feb-2018,19,19.53,18.84,19.48,196200
ACRX,13-Feb-2018,1.7,1.75,1.7,1.725,240000
ACSF,13-Feb-2018,10.45,10.85,10.45,10.8,53000
ACST,13-Feb-2018,1.01,1.07,1.01,1.07,130100
ACT,13-Feb-2018,25.26,25.26,25,25.14,2900
ACTG,13-Feb-2018,3.55,3.6,3.45,3.6,143500
ACWI,13-Feb-2018,71.36,71.87,71.21,71.75,1918000
ACWX,13-Feb-2018,49.19,49.53,49.19,49.49,515500
ACXM,13-Feb-2018,26.44,27.11,26.39,27,427100
ADAP,13-Feb-2018,7.94,8.05,7.81,7.98,212900
ADBE,13-Feb-2018,190.85,194.31,190.39,193.48,1961300
ADES,13-Feb-2018,8.57,8.63,8.1,8.26,149300
ADI,13-Feb-2018,86.01,86.43,83.77,84.34,2688900
ADMA,13-Feb-2018,3.83,4.05,3.65,3.95,117800
ADMP,13-Feb-2018,3.6,3.65,3.5,3.6,349600
ADMS,13-Feb-2018,33.79,34.35,33.16,33.86,511600
ADOM,13-Feb-2018,1.37,1.48,1.305,1.45,203800
ADP,13-Feb-2018,110.98,112.13,110.33,111.82,1291400
ADRA,13-Feb-2018,34.8,34.8,34.8,34.8,200
ADRD,13-Feb-2018,23.03,23.06,23.02,23.06,1700
ADRE,13-Feb-2018,43.75,44.29,43.75,44.21,5700
ADRO,13-Feb-2018,6.15,6.275,5.95,6.2,385600
